q,alpha_p,P,alpha_h,s,v,T,cos2alpha_h,lam_max,recovery_margin,N_half,lam1_re,lam1_im,lam2_re,lam2_im,eig_type,stable
0.154,0.07707629256,0.006190648971,0.07616920824,0.1521911544,0.04403986664,3.455759,0.9884189263,0.72056205,0.27943795,2.1150,0.71316767,0.10296379,0.71316767,-0.10296379,complex,1
0.155,0.07757779117,0.006271632832,0.0766649665,0.1531797772,0.04432575226,3.455774,0.9882679779,0.72053499,0.27946501,2.1148,0.71254499,0.10700609,0.71254499,-0.10700609,complex,1
0.156,0.07807930933,0.006353149338,0.07716074718,0.1541684072,0.04461163633,3.455789,0.9881160511,0.72050773,0.27949227,2.1145,0.71191831,0.11092206,0.71191831,-0.11092206,complex,1
0.157,0.07858084716,0.006435198654,0.07765655045,0.1551570443,0.04489751882,3.455804,0.9879631458,0.72048028,0.27951972,2.1143,0.71128765,0.11472453,0.71128765,-0.11472453,complex,1
0.158,0.07908240481,0.006517780947,0.07815237644,0.1561456886,0.04518339974,3.455820,0.987809262,0.72045265,0.27954735,2.1141,0.71065300,0.11842439,0.71065300,-0.11842439,complex,1
0.159,0.07958398239,0.006600896386,0.07864822531,0.1571343401,0.04546927909,3.455835,0.9876543996,0.72042483,0.27957517,2.1138,0.71001437,0.12203089,0.71001437,-0.12203089,complex,1
0.160,0.08008558003,0.006684545138,0.0791440972,0.1581229989,0.04575515685,3.455851,0.9874985586,0.72039682,0.27960318,2.1136,0.70937175,0.12555203,0.70937175,-0.12555203,complex,1
0.161,0.08058719787,0.006768727375,0.07963999225,0.1591116649,0.04604103301,3.455867,0.987341739,0.72036863,0.27963137,2.1133,0.70872514,0.12899472,0.70872514,-0.12899472,complex,1
0.162,0.08108883603,0.006853443267,0.08013591061,0.1601003383,0.04632690759,3.455882,0.9871839408,0.72034024,0.27965976,2.1130,0.70807455,0.13236500,0.70807455,-0.13236500,complex,1
0.163,0.08159049465,0.006938692987,0.08063185244,0.1610890191,0.04661278056,3.455898,0.987025164,0.72031167,0.27968833,2.1128,0.70741998,0.13566822,0.70741998,-0.13566822,complex,1
0.164,0.08209217384,0.007024476709,0.08112781787,0.1620777074,0.04689865193,3.455914,0.9868654084,0.72028290,0.27971710,2.1125,0.70676143,0.13890911,0.70676143,-0.13890911,complex,1
0.165,0.08259387374,0.007110794607,0.08162380705,0.1630664031,0.04718452169,3.455930,0.9867046741,0.72025394,0.27974606,2.1123,0.70609889,0.14209186,0.70609889,-0.14209186,complex,1
0.166,0.08309559448,0.007197646856,0.08211982013,0.1640551063,0.04747038983,3.455946,0.986542961,0.72022480,0.27977520,2.1120,0.70543238,0.14522022,0.70543238,-0.14522022,complex,1
0.167,0.08359733618,0.007285033635,0.08261585725,0.1650438171,0.04775625635,3.455962,0.9863802692,0.72019546,0.27980454,2.1118,0.70476189,0.14829760,0.70476189,-0.14829760,complex,1
0.168,0.08409909898,0.00737295512,0.08311191857,0.1660325355,0.04804212125,3.455978,0.9862165986,0.72016594,0.27983406,2.1115,0.70408743,0.15132706,0.70408743,-0.15132706,complex,1
0.169,0.08460088301,0.007461411492,0.08360800422,0.1670212616,0.04832798452,3.455995,0.9860519491,0.72013623,0.27986377,2.1112,0.70340898,0.15431134,0.70340898,-0.15431134,complex,1
0.170,0.08510268838,0.007550402929,0.08410411436,0.1680099953,0.04861384616,3.456011,0.9858863207,0.72010631,0.27989369,2.1110,0.70272655,0.15725294,0.70272655,-0.15725294,complex,1
0.171,0.08560451524,0.007639929615,0.08460024913,0.1689987368,0.04889970616,3.456028,0.9857197135,0.72007621,0.27992379,2.1107,0.70204016,0.16015419,0.70204016,-0.16015419,complex,1
0.172,0.08610636371,0.007729991731,0.08509640868,0.169987486,0.04918556451,3.456044,0.9855521273,0.72004590,0.27995410,2.1104,0.70134978,0.16301716,0.70134978,-0.16301716,complex,1
0.173,0.08660823393,0.007820589461,0.08559259316,0.1709762431,0.04947142122,3.456061,0.9853835621,0.72001544,0.27998456,2.1101,0.70065544,0.16584383,0.70065544,-0.16584383,complex,1
0.174,0.08711012601,0.00791172299,0.0860888027,0.1719650081,0.04975727628,3.456078,0.985214018,0.71998475,0.28001525,2.1099,0.69995712,0.16863589,0.69995712,-0.16863589,complex,1
0.175,0.08761204009,0.008003392504,0.08658503746,0.1729537809,0.05004312969,3.456094,0.9850434948,0.71995390,0.28004610,2.1096,0.69925485,0.17139508,0.69925485,-0.17139508,complex,1
0.176,0.0881139763,0.008095598189,0.08708129759,0.1739425617,0.05032898143,3.456111,0.9848719926,0.71992284,0.28007716,2.1093,0.69854859,0.17412283,0.69854859,-0.17412283,complex,1
0.177,0.08861593477,0.008188340235,0.08757758323,0.1749313505,0.05061483152,3.456128,0.9846995113,0.71989157,0.28010843,2.1090,0.69783836,0.17682053,0.69783836,-0.17682053,complex,1
0.178,0.08911791562,0.008281618831,0.08807389453,0.1759201473,0.05090067994,3.456145,0.9845260509,0.71986014,0.28013986,2.1088,0.69712418,0.17948956,0.69712418,-0.17948956,complex,1
0.179,0.089619919,0.008375434167,0.08857023164,0.1769089522,0.05118652669,3.456162,0.9843516113,0.71982850,0.28017150,2.1085,0.69640602,0.18213106,0.69640602,-0.18213106,complex,1
0.180,0.09012194501,0.008469786434,0.08906659469,0.1778977652,0.05147237177,3.456180,0.9841761926,0.71979666,0.28020334,2.1082,0.69568389,0.18474618,0.69568389,-0.18474618,complex,1
0.181,0.09062399381,0.008564675826,0.08956298385,0.1788865864,0.05175821517,3.456197,0.9839997946,0.71976463,0.28023537,2.1079,0.69495780,0.18733600,0.69495780,-0.18733600,complex,1
0.182,0.09112606551,0.008660102537,0.09005939926,0.1798754158,0.05204405689,3.456214,0.9838224174,0.71973241,0.28026759,2.1076,0.69422776,0.18990148,0.69422776,-0.18990148,complex,1
0.183,0.09162816025,0.008756066761,0.09055584106,0.1808642534,0.05232989693,3.456232,0.9836440609,0.71969999,0.28030001,2.1073,0.69349374,0.19244353,0.69349374,-0.19244353,complex,1
0.184,0.09213027815,0.008852568695,0.0910523094,0.1818530993,0.05261573528,3.456249,0.9834647251,0.71966738,0.28033262,2.1070,0.69275576,0.19496304,0.69275576,-0.19496304,complex,1
0.185,0.09263241935,0.008949608537,0.09154880442,0.1828419536,0.05290157195,3.456267,0.98328441,0.71963457,0.28036543,2.1068,0.69201382,0.19746084,0.69201382,-0.19746084,complex,1
0.186,0.09313458397,0.009047186484,0.09204532629,0.1838308162,0.05318740692,3.456285,0.9831031155,0.71960157,0.28039843,2.1065,0.69126793,0.19993765,0.69126793,-0.19993765,complex,1
0.187,0.09363677215,0.009145302737,0.09254187513,0.1848196872,0.0534732402,3.456302,0.9829208416,0.71956837,0.28043163,2.1062,0.69051808,0.20239422,0.69051808,-0.20239422,complex,1
0.188,0.09413898401,0.009243957497,0.09303845111,0.1858085667,0.05375907178,3.456320,0.9827375883,0.71953498,0.28046502,2.1059,0.68976427,0.20483124,0.68976427,-0.20483124,complex,1
0.189,0.09464121968,0.009343150965,0.09353505436,0.1867974547,0.05404490166,3.456338,0.9825533555,0.71950139,0.28049861,2.1056,0.68900651,0.20724931,0.68900651,-0.20724931,complex,1
0.190,0.09514347931,0.009442883344,0.09403168504,0.1877863512,0.05433072984,3.456356,0.9823681432,0.71946760,0.28053240,2.1053,0.68824479,0.20964909,0.68824479,-0.20964909,complex,1
0.191,0.095645763,0.009543154839,0.09452834328,0.1887752563,0.05461655631,3.456374,0.9821819513,0.71943362,0.28056638,2.1050,0.68747912,0.21203111,0.68747912,-0.21203111,complex,1
0.192,0.09614807091,0.009643965656,0.09502502925,0.18976417,0.05490238108,3.456392,0.9819947799,0.71939944,0.28060056,2.1047,0.68670949,0.21439595,0.68670949,-0.21439595,complex,1
0.193,0.09665040314,0.009745316,0.09552174309,0.1907530924,0.05518820414,3.456411,0.9818066289,0.71936506,0.28063494,2.1044,0.68593591,0.21674411,0.68593591,-0.21674411,complex,1
0.194,0.09715275985,0.009847206081,0.09601848493,0.1917420235,0.05547402549,3.456429,0.9816174982,0.71933048,0.28066952,2.1041,0.68515839,0.21907606,0.68515839,-0.21907606,complex,1
0.195,0.09765514115,0.009949636106,0.09651525494,0.1927309633,0.05575984512,3.456447,0.9814273879,0.71929571,0.28070429,2.1037,0.68437692,0.22139230,0.68437692,-0.22139230,complex,1
0.196,0.09815754718,0.01005260629,0.09701205326,0.1937199119,0.05604566304,3.456466,0.9812362979,0.71926074,0.28073926,2.1034,0.68359150,0.22369326,0.68359150,-0.22369326,complex,1
0.197,0.09865997806,0.01015611683,0.09750888004,0.1947088694,0.05633147925,3.456484,0.9810442281,0.71922557,0.28077443,2.1031,0.68280213,0.22597935,0.68280213,-0.22597935,complex,1
0.198,0.09916243393,0.01026016796,0.09800573542,0.1956978357,0.05661729373,3.456503,0.9808511785,0.71919020,0.28080980,2.1028,0.68200882,0.22825098,0.68200882,-0.22825098,complex,1
0.199,0.09966491492,0.01036475987,0.09850261955,0.196686811,0.0569031065,3.456521,0.9806571492,0.71915463,0.28084537,2.1025,0.68121156,0.23050853,0.68121156,-0.23050853,complex,1
0.200,0.1001674212,0.0104698928,0.09899953258,0.1976757952,0.05718891754,3.456540,0.98046214,0.71911886,0.28088114,2.1022,0.68041037,0.23275238,0.68041037,-0.23275238,complex,1
0.201,0.1006699528,0.01057556694,0.09949647465,0.1986647884,0.05747472686,3.456559,0.9802661509,0.71908289,0.28091711,2.1019,0.67960523,0.23498285,0.67960523,-0.23498285,complex,1
0.202,0.1011725099,0.01068178253,0.09999344593,0.1996537906,0.05776053446,3.456578,0.9800691819,0.71904672,0.28095328,2.1015,0.67879615,0.23720029,0.67879615,-0.23720029,complex,1
0.203,0.1016750927,0.01078853977,0.1004904465,0.2006428019,0.05804634034,3.456597,0.979871233,0.71901035,0.28098965,2.1012,0.67798313,0.23940502,0.67798313,-0.23940502,complex,1
0.204,0.1021777012,0.0108958389,0.1009874766,0.2016318224,0.05833214448,3.456616,0.9796723041,0.71897379,0.28102621,2.1009,0.67716618,0.24159734,0.67716618,-0.24159734,complex,1
0.205,0.1026803357,0.01100368012,0.1014845364,0.202620852,0.05861794691,3.456635,0.9794723952,0.71893702,0.28106298,2.1006,0.67634529,0.24377754,0.67634529,-0.24377754,complex,1
0.206,0.1031829962,0.01111206366,0.1019816259,0.2036098908,0.0589037476,3.456654,0.9792715062,0.71890004,0.28109996,2.1002,0.67552046,0.24594589,0.67552046,-0.24594589,complex,1
0.207,0.1036856828,0.01122098974,0.1024787454,0.2045989388,0.05918954657,3.456674,0.9790696371,0.71886287,0.28113713,2.0999,0.67469170,0.24810268,0.67469170,-0.24810268,complex,1
0.208,0.1041883957,0.01133045859,0.1029758949,0.2055879961,0.05947534381,3.456693,0.9788667879,0.71882550,0.28117450,2.0996,0.67385901,0.25024813,0.67385901,-0.25024813,complex,1
0.209,0.1046911351,0.01144047044,0.1034730747,0.2065770628,0.05976113932,3.456712,0.9786629586,0.71878792,0.28121208,2.0992,0.67302239,0.25238252,0.67302239,-0.25238252,complex,1
0.210,0.105193901,0.0115510255,0.1039702849,0.2075661388,0.0600469331,3.456732,0.978458149,0.71875014,0.28124986,2.0989,0.67218184,0.25450606,0.67218184,-0.25450606,complex,1
0.211,0.1056966937,0.01166212401,0.1044675256,0.2085552242,0.06033272516,3.456751,0.9782523592,0.71871216,0.28128784,2.0986,0.67133736,0.25661900,0.67133736,-0.25661900,complex,1
0.212,0.1061995131,0.0117737662,0.1049647969,0.2095443191,0.06061851548,3.456771,0.9780455892,0.71867397,0.28132603,2.0982,0.67048896,0.25872155,0.67048896,-0.25872155,complex,1
0.213,0.1067023595,0.01188595229,0.1054620991,0.2105334235,0.06090430408,3.456791,0.9778378388,0.71863558,0.28136442,2.0979,0.66963663,0.26081390,0.66963663,-0.26081390,complex,1
0.214,0.107205233,0.01199868251,0.1059594322,0.2115225373,0.06119009095,3.456810,0.9776291081,0.71859699,0.28140301,2.0976,0.66878037,0.26289627,0.66878037,-0.26289627,complex,1
0.215,0.1077081337,0.01211195711,0.1064567965,0.2125116608,0.06147587609,3.456830,0.977419397,0.71855819,0.28144181,2.0972,0.66792020,0.26496884,0.66792020,-0.26496884,complex,1
0.216,0.1082110617,0.01222577631,0.106954192,0.2135007939,0.0617616595,3.456850,0.9772087055,0.71851919,0.28148081,2.0969,0.66705610,0.26703181,0.66705610,-0.26703181,complex,1
0.217,0.1087140172,0.01234014035,0.107451619,0.2144899366,0.06204744119,3.456870,0.9769970336,0.71847998,0.28152002,2.0965,0.66618808,0.26908535,0.66618808,-0.26908535,complex,1
0.218,0.1092170004,0.01245504946,0.1079490775,0.215479089,0.06233322115,3.456890,0.9767843811,0.71844057,0.28155943,2.0962,0.66531615,0.27112964,0.66531615,-0.27112964,complex,1
0.219,0.1097200112,0.01257050389,0.1084465677,0.2164682511,0.06261899938,3.456910,0.9765707481,0.71840096,0.28159904,2.0958,0.66444030,0.27316484,0.66444030,-0.27316484,complex,1
0.220,0.11022305,0.01268650386,0.1089440898,0.217457423,0.06290477589,3.456930,0.9763561346,0.71836113,0.28163887,2.0955,0.66356053,0.27519111,0.66356053,-0.27519111,complex,1
0.221,0.1107261167,0.01280304962,0.1094416439,0.2184466047,0.06319055068,3.456950,0.9761405404,0.71832111,0.28167889,2.0951,0.66267685,0.27720860,0.66267685,-0.27720860,complex,1
0.222,0.1112292116,0.01292014142,0.1099392302,0.2194357963,0.06347632374,3.456971,0.9759239657,0.71828087,0.28171913,2.0948,0.66178925,0.27921747,0.66178925,-0.27921747,complex,1
0.223,0.1117323348,0.01303777948,0.1104368488,0.2204249977,0.06376209509,3.456991,0.9757064102,0.71824043,0.28175957,2.0944,0.66089775,0.28121784,0.66089775,-0.28121784,complex,1
0.224,0.1122354864,0.01315596406,0.1109344998,0.2214142091,0.06404786471,3.457012,0.975487874,0.71819978,0.28180022,2.0941,0.66000234,0.28320988,0.66000234,-0.28320988,complex,1
0.225,0.1127386665,0.0132746954,0.1114321834,0.2224034304,0.06433363262,3.457032,0.9752683571,0.71815893,0.28184107,2.0937,0.65910302,0.28519372,0.65910302,-0.28519372,complex,1
0.226,0.1132418753,0.01339397374,0.1119298998,0.2233926618,0.06461939881,3.457053,0.9750478593,0.71811786,0.28188214,2.0933,0.65819979,0.28716946,0.65819979,-0.28716946,complex,1
0.227,0.1137451128,0.01351379934,0.1124276491,0.2243819032,0.06490516329,3.457073,0.9748263808,0.71807659,0.28192341,2.0930,0.65729266,0.28913725,0.65729266,-0.28913725,complex,1
0.228,0.1142483793,0.01363417244,0.1129254314,0.2253711547,0.06519092605,3.457094,0.9746039213,0.71803511,0.28196489,2.0926,0.65638162,0.29109721,0.65638162,-0.29109721,complex,1
0.229,0.1147516749,0.01375509328,0.113423247,0.2263604163,0.06547668711,3.457115,0.974380481,0.71799342,0.28200658,2.0922,0.65546669,0.29304944,0.65546669,-0.29304944,complex,1
0.230,0.1152549997,0.01387656213,0.1139210958,0.2273496881,0.06576244645,3.457135,0.9741560597,0.71795152,0.28204848,2.0919,0.65454785,0.29499407,0.65454785,-0.29499407,complex,1
0.231,0.1157583538,0.01399857922,0.1144189782,0.2283389701,0.06604820409,3.457156,0.9739306574,0.71790941,0.28209059,2.0915,0.65362512,0.29693119,0.65362512,-0.29693119,complex,1
0.232,0.1162617373,0.01412114483,0.1149168942,0.2293282623,0.06633396003,3.457177,0.973704274,0.71786710,0.28213290,2.0911,0.65269848,0.29886094,0.65269848,-0.29886094,complex,1
0.233,0.1167651505,0.01424425918,0.1154148441,0.2303175649,0.06661971427,3.457198,0.9734769097,0.71782457,0.28217543,2.0908,0.65176796,0.30078338,0.65176796,-0.30078338,complex,1
0.234,0.1172685934,0.01436792256,0.1159128278,0.2313068777,0.06690546681,3.457219,0.9732485642,0.71778183,0.28221817,2.0904,0.65083354,0.30269863,0.65083354,-0.30269863,complex,1
0.235,0.1177720661,0.0144921352,0.1164108457,0.2322962009,0.06719121766,3.457241,0.9730192375,0.71773888,0.28226112,2.0900,0.64989522,0.30460680,0.64989522,-0.30460680,complex,1
0.236,0.1182755688,0.01461689737,0.1169088978,0.2332855346,0.06747696682,3.457262,0.9727889297,0.71769572,0.28230428,2.0896,0.64895302,0.30650796,0.64895302,-0.30650796,complex,1
0.237,0.1187791017,0.01474220933,0.1174069843,0.2342748786,0.06776271428,3.457283,0.9725576406,0.71765235,0.28234765,2.0892,0.64800693,0.30840220,0.64800693,-0.30840220,complex,1
0.238,0.1192826648,0.01486807134,0.1179051053,0.2352642332,0.06804846006,3.457304,0.9723253703,0.71760877,0.28239123,2.0889,0.64705695,0.31028962,0.64705695,-0.31028962,complex,1
0.239,0.1197862583,0.01499448365,0.118403261,0.2362535982,0.06833420416,3.457326,0.9720921187,0.71756497,0.28243503,2.0885,0.64610308,0.31217030,0.64610308,-0.31217030,complex,1
0.240,0.1202898824,0.01512144653,0.1189014516,0.2372429739,0.06861994659,3.457347,0.9718578857,0.71752096,0.28247904,2.0881,0.64514534,0.31404431,0.64514534,-0.31404431,complex,1
0.241,0.1207935371,0.01524896025,0.1193996772,0.2382323601,0.06890568733,3.457369,0.9716226713,0.71747675,0.28252325,2.0877,0.64418371,0.31591174,0.64418371,-0.31591174,complex,1
0.242,0.1212972226,0.01537702507,0.1198979379,0.239221757,0.06919142641,3.457390,0.9713864755,0.71743231,0.28256769,2.0873,0.64321820,0.31777267,0.64321820,-0.31777267,complex,1
0.243,0.121800939,0.01550564126,0.1203962338,0.2402111645,0.06947716382,3.457412,0.9711492982,0.71738767,0.28261233,2.0869,0.64224881,0.31962717,0.64224881,-0.31962717,complex,1
0.244,0.1223046865,0.01563480908,0.1208945653,0.2412005828,0.06976289957,3.457433,0.9709111394,0.71734280,0.28265720,2.0865,0.64127554,0.32147531,0.64127554,-0.32147531,complex,1
0.245,0.1228084652,0.0157645288,0.1213929323,0.2421900118,0.07004863366,3.457455,0.9706719991,0.71729773,0.28270227,2.0861,0.64029840,0.32331716,0.64029840,-0.32331716,complex,1
0.246,0.1233122752,0.0158948007,0.121891335,0.2431794516,0.0703343661,3.457477,0.9704318772,0.71725244,0.28274756,2.0857,0.63931739,0.32515278,0.63931739,-0.32515278,complex,1
0.247,0.1238161167,0.01602562504,0.1223897736,0.2441689022,0.07062009689,3.457499,0.9701907736,0.71720693,0.28279307,2.0853,0.63833251,0.32698226,0.63833251,-0.32698226,complex,1
0.248,0.1243199897,0.0161570021,0.1228882483,0.2451583637,0.07090582603,3.457521,0.9699486884,0.71716121,0.28283879,2.0849,0.63734375,0.32880563,0.63734375,-0.32880563,complex,1
0.249,0.1248238945,0.01628893214,0.1233867592,0.2461478361,0.07119155353,3.457543,0.9697056214,0.71711528,0.28288472,2.0845,0.63635113,0.33062298,0.63635113,-0.33062298,complex,1
0.250,0.1253278312,0.01642141546,0.1238853064,0.2471373195,0.0714772794,3.457565,0.9694615727,0.71706912,0.28293088,2.0841,0.63535464,0.33243437,0.63535464,-0.33243437,complex,1
0.251,0.1258317998,0.01655445231,0.12438389,0.2481268138,0.07176300364,3.457587,0.9692165421,0.71702275,0.28297725,2.0837,0.63435429,0.33423983,0.63435429,-0.33423983,complex,1
0.252,0.1263358006,0.01668804298,0.1248825104,0.2491163191,0.07204872626,3.457609,0.9689705298,0.71697616,0.28302384,2.0833,0.63335007,0.33603944,0.63335007,-0.33603944,complex,1
0.253,0.1268398337,0.01682218776,0.1253811675,0.2501058356,0.07233444725,3.457631,0.9687235355,0.71692936,0.28307064,2.0829,0.63234200,0.33783325,0.63234200,-0.33783325,complex,1
0.254,0.1273438991,0.0169568869,0.1258798615,0.2510953631,0.07262016664,3.457653,0.9684755593,0.71688234,0.28311766,2.0825,0.63133006,0.33962132,0.63133006,-0.33962132,complex,1
0.255,0.1278479971,0.01709214071,0.1263785926,0.2520849017,0.07290588441,3.457676,0.9682266012,0.71683510,0.28316490,2.0821,0.63031428,0.34140369,0.63031428,-0.34140369,complex,1
0.256,0.1283521277,0.01722794946,0.126877361,0.2530744515,0.07319160059,3.457698,0.967976661,0.71678765,0.28321235,2.0817,0.62929463,0.34318042,0.62929463,-0.34318042,complex,1
0.257,0.1288562912,0.01736431344,0.1273761667,0.2540640126,0.07347731516,3.457720,0.9677257388,0.71673997,0.28326003,2.0813,0.62827113,0.34495154,0.62827113,-0.34495154,complex,1
0.258,0.1293604876,0.01750123293,0.12787501,0.2550535848,0.07376302815,3.457743,0.9674738344,0.71669207,0.28330793,2.0808,0.62724378,0.34671713,0.62724378,-0.34671713,complex,1
0.259,0.129864717,0.01763870821,0.128373891,0.2560431684,0.07404873956,3.457765,0.967220948,0.71664396,0.28335604,2.0804,0.62621258,0.34847721,0.62621258,-0.34847721,complex,1
0.260,0.1303689797,0.01777673958,0.1288728098,0.2570327633,0.07433444939,3.457788,0.9669670793,0.71659562,0.28340438,2.0800,0.62517754,0.35023183,0.62517754,-0.35023183,complex,1
0.261,0.1308732757,0.01791532732,0.1293717666,0.2580223695,0.07462015764,3.457811,0.9667122284,0.71654706,0.28345294,2.0796,0.62413864,0.35198103,0.62413864,-0.35198103,complex,1
0.262,0.1313776052,0.01805447172,0.1298707615,0.2590119872,0.07490586434,3.457833,0.9664563953,0.71649830,0.28350170,2.0792,0.62309591,0.35372488,0.62309591,-0.35372488,complex,1
0.263,0.1318819683,0.01819417308,0.1303697947,0.2600016162,0.07519156948,3.457856,0.9661995798,0.71644929,0.28355071,2.0787,0.62204933,0.35546338,0.62204933,-0.35546338,complex,1
0.264,0.1323863651,0.01833443169,0.1308688664,0.2609912568,0.07547727306,3.457879,0.9659417819,0.71640009,0.28359991,2.0783,0.62099893,0.35719661,0.62099893,-0.35719661,complex,1
0.265,0.1328907959,0.01847524783,0.1313679767,0.2619809088,0.07576297511,3.457902,0.9656830017,0.71635064,0.28364936,2.0779,0.61994467,0.35892457,0.61994467,-0.35892457,complex,1
0.266,0.1333952606,0.01861662182,0.1318671256,0.2629705724,0.07604867562,3.457924,0.965423239,0.71630099,0.28369901,2.0774,0.61888659,0.36064732,0.61888659,-0.36064732,complex,1
0.267,0.1338997595,0.01875855393,0.1323663135,0.2639602476,0.0763343746,3.457947,0.9651624938,0.71625111,0.28374889,2.0770,0.61782468,0.36236490,0.61782468,-0.36236490,complex,1
0.268,0.1344042927,0.01890104448,0.1328655405,0.2649499344,0.07662007207,3.457970,0.9649007661,0.71620100,0.28379900,2.0766,0.61675893,0.36407732,0.61675893,-0.36407732,complex,1
0.269,0.1349088603,0.01904409375,0.1333648066,0.2659396329,0.07690576802,3.457993,0.9646380558,0.71615063,0.28384937,2.0761,0.61568932,0.36578462,0.61568932,-0.36578462,complex,1
0.270,0.1354134625,0.01918770206,0.133864112,0.2669293431,0.07719146246,3.458016,0.9643743629,0.71610010,0.28389990,2.0757,0.61461593,0.36748689,0.61461593,-0.36748689,complex,1
0.271,0.1359180993,0.0193318697,0.134363457,0.2679190649,0.07747715542,3.458040,0.9641096873,0.71604932,0.28395068,2.0753,0.61353870,0.36918409,0.61353870,-0.36918409,complex,1
0.272,0.136422771,0.01947659697,0.1348628416,0.2689087986,0.07776284688,3.458063,0.963844029,0.71599832,0.28400168,2.0748,0.61245765,0.37087629,0.61245765,-0.37087629,complex,1
0.273,0.1369274777,0.01962188418,0.135362266,0.2698985441,0.07804853686,3.458086,0.963577388,0.71594711,0.28405289,2.0744,0.61137278,0.37256352,0.61137278,-0.37256352,complex,1
0.274,0.1374322194,0.01976773163,0.1358617304,0.2708883014,0.07833422538,3.458109,0.9633097641,0.71589567,0.28410433,2.0739,0.61028410,0.37424580,0.61028410,-0.37424580,complex,1
0.275,0.1379369964,0.01991413963,0.1363612348,0.2718780705,0.07861991243,3.458132,0.9630411574,0.71584396,0.28415604,2.0735,0.60919158,0.37592313,0.60919158,-0.37592313,complex,1
0.276,0.1384418088,0.02006110849,0.1368607795,0.2728678516,0.07890559803,3.458156,0.9627715678,0.71579207,0.28420793,2.0730,0.60809526,0.37759561,0.60809526,-0.37759561,complex,1
0.277,0.1389466567,0.02020863852,0.1373603646,0.2738576447,0.07919128218,3.458179,0.9625009952,0.71573993,0.28426007,2.0726,0.60699512,0.37926319,0.60699512,-0.37926319,complex,1
0.278,0.1394515402,0.02035673003,0.1378599902,0.2748474497,0.0794769649,3.458203,0.9622294397,0.71568756,0.28431244,2.0721,0.60589117,0.38092593,0.60589117,-0.38092593,complex,1
0.279,0.1399564595,0.02050538332,0.1383596566,0.2758372667,0.07976264619,3.458226,0.9619569011,0.71563498,0.28436502,2.0717,0.60478343,0.38258389,0.60478343,-0.38258389,complex,1
0.280,0.1404614147,0.02065459872,0.1388593638,0.2768270958,0.08004832607,3.458250,0.9616833795,0.71558218,0.28441782,2.0712,0.60367188,0.38423706,0.60367188,-0.38423706,complex,1
0.281,0.140966406,0.02080437654,0.139359112,0.277816937,0.08033400454,3.458273,0.9614088748,0.71552913,0.28447087,2.0707,0.60255652,0.38588545,0.60255652,-0.38588545,complex,1
0.282,0.1414714335,0.02095471709,0.1398589014,0.2788067903,0.08061968162,3.458297,0.9611333868,0.71547586,0.28452414,2.0703,0.60143736,0.38752911,0.60143736,-0.38752911,complex,1
0.283,0.1419764973,0.0211056207,0.1403587321,0.2797966558,0.08090535731,3.458321,0.9608569157,0.71542236,0.28457764,2.0698,0.60031440,0.38916805,0.60031440,-0.38916805,complex,1
0.284,0.1424815975,0.02125708767,0.1408586042,0.2807865335,0.08119103162,3.458344,0.9605794613,0.71536862,0.28463138,2.0694,0.59918764,0.39080229,0.59918764,-0.39080229,complex,1
0.285,0.1429867344,0.02140911833,0.141358518,0.2817764234,0.08147670457,3.458368,0.9603010236,0.71531468,0.28468532,2.0689,0.59805711,0.39243188,0.59805711,-0.39243188,complex,1
0.286,0.143491908,0.021561713,0.1418584735,0.2827663256,0.08176237616,3.458392,0.9600216025,0.71526050,0.28473950,2.0684,0.59692277,0.39405682,0.59692277,-0.39405682,complex,1
0.287,0.1439971185,0.021714872,0.142358471,0.2837562401,0.08204804641,3.458416,0.9597411981,0.71520607,0.28479393,2.0680,0.59578464,0.39567712,0.59578464,-0.39567712,complex,1
0.288,0.1445023659,0.02186859566,0.1428585105,0.284746167,0.08233371533,3.458439,0.9594598102,0.71515142,0.28484858,2.0675,0.59464273,0.39729281,0.59464273,-0.39729281,complex,1
0.289,0.1450076506,0.0220228843,0.1433585922,0.2857361062,0.08261938292,3.458463,0.9591774388,0.71509654,0.28490346,2.0670,0.59349704,0.39890391,0.59349704,-0.39890391,complex,1
0.290,0.1455129725,0.02217773824,0.1438587163,0.2867260578,0.08290504921,3.458487,0.9588940839,0.71504143,0.28495857,2.0665,0.59234756,0.40051045,0.59234756,-0.40051045,complex,1
0.291,0.1460183319,0.02233315782,0.1443588829,0.2877160219,0.08319071419,3.458511,0.9586097454,0.71498609,0.28501391,2.0661,0.59119430,0.40211242,0.59119430,-0.40211242,complex,1
0.292,0.1465237288,0.02248914337,0.1448590922,0.2887059985,0.08347637788,3.458535,0.9583244232,0.71493051,0.28506949,2.0656,0.59003727,0.40370986,0.59003727,-0.40370986,complex,1
0.293,0.1470291634,0.02264569521,0.1453593444,0.2896959875,0.0837620403,3.458559,0.9580381174,0.71487470,0.28512530,2.0651,0.58887646,0.40530279,0.58887646,-0.40530279,complex,1
0.294,0.1475346358,0.02280281367,0.1458596395,0.2906859892,0.08404770145,3.458583,0.9577508279,0.71481866,0.28518134,2.0646,0.58771188,0.40689121,0.58771188,-0.40689121,complex,1
0.295,0.1480401462,0.02296049909,0.1463599778,0.2916760034,0.08433336135,3.458608,0.9574625545,0.71476238,0.28523762,2.0641,0.58654354,0.40847514,0.58654354,-0.40847514,complex,1
