q,alpha_p,P,alpha_h,s,v,T,cos2alpha_h,lam_max,recovery_margin,N_half,lam1_re,lam1_im,lam2_re,lam2_im,eig_type,stable
0.658,0.3352444276,0.121469447,0.3321151374,0.6520866231,0.1882102599,3.464671,0.787391518,0.67486788,0.32513212,1.7627,-0.04758561,0.67318814,-0.04758561,-0.67318814,complex,1
0.659,0.3357739524,0.1218687058,0.3326419878,0.6530826537,0.1884982446,3.464662,0.7867415237,0.67469206,0.32530794,1.7615,-0.04972774,0.67285699,-0.04972774,-0.67285699,complex,1
0.660,0.3363035752,0.1222687695,0.3331689433,0.6540787018,0.1887862505,3.464652,0.7860905259,0.67451582,0.32548418,1.7603,-0.05187042,0.67251844,-0.05187042,-0.67251844,complex,1
0.661,0.3368332959,0.1226696392,0.3336960043,0.6550747674,0.1890742779,3.464642,0.7854385246,0.67433915,0.32566085,1.7592,-0.05401366,0.67217246,-0.05401366,-0.67217246,complex,1
0.662,0.337363115,0.123071316,0.3342231708,0.6560708504,0.1893623268,3.464632,0.7847855196,0.67416204,0.32583796,1.7580,-0.05615745,0.67181903,-0.05615745,-0.67181903,complex,1
0.663,0.3378930326,0.123473801,0.334750443,0.6570669509,0.1896503974,3.464622,0.784131511,0.67398451,0.32601549,1.7568,-0.05830176,0.67145813,-0.05830176,-0.67145813,complex,1
0.664,0.3384230488,0.1238770952,0.3352778212,0.6580630688,0.1899384899,3.464611,0.7834764987,0.67380653,0.32619347,1.7556,-0.06044657,0.67108975,-0.06044657,-0.67108975,complex,1
0.665,0.3389531639,0.1242811998,0.3358053056,0.6590592041,0.1902266043,3.464601,0.7828204827,0.67362812,0.32637188,1.7545,-0.06259186,0.67071387,-0.06259186,-0.67071387,complex,1
0.666,0.3394833782,0.1246861159,0.3363328963,0.6600553569,0.1905147408,3.464589,0.7821634629,0.67344927,0.32655073,1.7533,-0.06473763,0.67033049,-0.06473763,-0.67033049,complex,1
0.667,0.3400136917,0.1250918445,0.3368605935,0.661051527,0.1908028995,3.464578,0.7815054393,0.67326999,0.32673001,1.7521,-0.06688382,0.66993957,-0.06688382,-0.66993957,complex,1
0.668,0.3405441047,0.1254983868,0.3373883975,0.6620477145,0.1910910806,3.464566,0.7808464119,0.67309026,0.32690974,1.7509,-0.06903045,0.66954111,-0.06903045,-0.66954111,complex,1
0.669,0.3410746174,0.1259057438,0.3379163084,0.6630439193,0.1913792842,3.464554,0.7801863805,0.67291010,0.32708990,1.7497,-0.07117748,0.66913509,-0.07117748,-0.66913509,complex,1
0.670,0.3416052301,0.1263139168,0.3384443265,0.6640401415,0.1916675105,3.464542,0.7795253452,0.67272950,0.32727050,1.7486,-0.07332489,0.66872150,-0.07332489,-0.66872150,complex,1
0.671,0.3421359429,0.1267229067,0.3389724519,0.665036381,0.1919557595,3.464529,0.7788633059,0.67254846,0.32745154,1.7474,-0.07547266,0.66830032,-0.07547266,-0.66830032,complex,1
0.672,0.342666756,0.1271327148,0.3395006849,0.6660326379,0.1922440315,3.464517,0.7782002626,0.67236699,0.32763301,1.7462,-0.07762078,0.66787153,-0.07762078,-0.66787153,complex,1
0.673,0.3431976696,0.1275433421,0.3400290256,0.667028912,0.1925323265,3.464503,0.7775362153,0.67218507,0.32781493,1.7450,-0.07976921,0.66743512,-0.07976921,-0.66743512,complex,1
0.674,0.343728684,0.1279547898,0.3405574742,0.6680252034,0.1928206448,3.464490,0.7768711638,0.67200275,0.32799725,1.7438,-0.08191792,0.66699112,-0.08191792,-0.66699112,complex,1
0.675,0.3442597993,0.128367059,0.341086031,0.6690215121,0.1931089863,3.464476,0.7762051082,0.67181987,0.32818013,1.7426,-0.08406697,0.66653933,-0.08406697,-0.66653933,complex,1
0.676,0.3447910158,0.1287801507,0.3416146961,0.670017838,0.1933973514,3.464462,0.7755380484,0.67163665,0.32836335,1.7414,-0.08621624,0.66607999,-0.08621624,-0.66607999,complex,1
0.677,0.3453223337,0.1291940663,0.3421434697,0.6710141811,0.1936857401,3.464448,0.7748699844,0.67145294,0.32854706,1.7402,-0.08836576,0.66561291,-0.08836576,-0.66561291,complex,1
0.678,0.3458537531,0.1296088067,0.342672352,0.6720105414,0.1939741526,3.464433,0.7742009161,0.67126878,0.32873122,1.7390,-0.09051550,0.66513812,-0.09051550,-0.66513812,complex,1
0.679,0.3463852743,0.1300243732,0.3432013433,0.6730069189,0.1942625889,3.464419,0.7735308435,0.67108425,0.32891575,1.7378,-0.09266540,0.66465569,-0.09266540,-0.66465569,complex,1
0.680,0.3469168975,0.1304407668,0.3437304438,0.6740033136,0.1945510494,3.464403,0.7728597666,0.67089922,0.32910078,1.7366,-0.09481549,0.66416548,-0.09481549,-0.66416548,complex,1
0.681,0.3474486229,0.1308579888,0.3442596535,0.6749997255,0.194839534,3.464388,0.7721876853,0.67071376,0.32928624,1.7354,-0.09696574,0.66366753,-0.09696574,-0.66366753,complex,1
0.682,0.3479804507,0.1312760402,0.3447889728,0.6759961545,0.195128043,3.464372,0.7715145996,0.67052784,0.32947216,1.7342,-0.09911611,0.66316181,-0.09911611,-0.66316181,complex,1
0.683,0.3485123812,0.1316949223,0.3453184019,0.6769926006,0.1954165764,3.464356,0.7708405094,0.67034148,0.32965852,1.7330,-0.10126660,0.66264830,-0.10126660,-0.66264830,complex,1
0.684,0.3490444144,0.1321146362,0.3458479409,0.6779890638,0.1957051345,3.464340,0.7701654147,0.67015467,0.32984533,1.7318,-0.10341717,0.66212700,-0.10341717,-0.66212700,complex,1
0.685,0.3495765507,0.132535183,0.34637759,0.6789855441,0.1959937174,3.464323,0.7694893154,0.66996742,0.33003258,1.7306,-0.10556780,0.66159790,-0.10556780,-0.66159790,complex,1
0.686,0.3501087902,0.132956564,0.3469073495,0.6799820415,0.1962823252,3.464306,0.7688122116,0.66977971,0.33022029,1.7294,-0.10771848,0.66106096,-0.10771848,-0.66106096,complex,1
0.687,0.3506411332,0.1333787802,0.3474372195,0.6809785559,0.1965709581,3.464289,0.7681341032,0.66959156,0.33040844,1.7282,-0.10986919,0.66051618,-0.10986919,-0.66051618,complex,1
0.688,0.3511735799,0.1338018329,0.3479672002,0.6819750873,0.1968596162,3.464271,0.7674549901,0.66940295,0.33059705,1.7270,-0.11201989,0.65996353,-0.11201989,-0.65996353,complex,1
0.689,0.3517061305,0.1342257232,0.3484972919,0.6829716357,0.1971482997,3.464253,0.7667748724,0.66921390,0.33078610,1.7257,-0.11417056,0.65940301,-0.11417056,-0.65940301,complex,1
0.690,0.3522387851,0.1346504524,0.3490274948,0.6839682012,0.1974370086,3.464235,0.7660937499,0.66902440,0.33097560,1.7245,-0.11632120,0.65883459,-0.11632120,-0.65883459,complex,1
0.691,0.3527715441,0.1350760215,0.349557809,0.6849647835,0.1977257433,3.464217,0.7654116227,0.66883444,0.33116556,1.7233,-0.11847176,0.65825827,-0.11847176,-0.65825827,complex,1
0.692,0.3533044075,0.1355024318,0.3500882347,0.6859613829,0.1980145038,3.464198,0.7647284906,0.66864404,0.33135596,1.7221,-0.12062223,0.65767403,-0.12062223,-0.65767403,complex,1
0.693,0.3538373757,0.1359296845,0.3506187723,0.6869579991,0.1983032903,3.464179,0.7640443537,0.66845317,0.33154683,1.7209,-0.12277259,0.65708183,-0.12277259,-0.65708183,complex,1
0.694,0.3543704489,0.1363577807,0.3511494218,0.6879546323,0.1985921028,3.464159,0.763359212,0.66826186,0.33173814,1.7196,-0.12492281,0.65648168,-0.12492281,-0.65648168,complex,1
0.695,0.3549036272,0.1367867217,0.3516801834,0.6889512823,0.1988809417,3.464139,0.7626730653,0.66807007,0.33192993,1.7184,-0.12707289,0.65587353,-0.12707289,-0.65587353,complex,1
0.696,0.3554369109,0.1372165087,0.3522110575,0.6899479493,0.199169807,3.464119,0.7619859137,0.66787786,0.33212214,1.7172,-0.12922277,0.65525744,-0.12922277,-0.65525744,complex,1
0.697,0.3559703002,0.1376471428,0.3527420441,0.690944633,0.1994586989,3.464099,0.7612977571,0.66768513,0.33231487,1.7160,-0.13137247,0.65463326,-0.13137247,-0.65463326,complex,1
0.698,0.3565037952,0.1380786253,0.3532731434,0.6919413336,0.1997476175,3.464078,0.7606085954,0.66749202,0.33250798,1.7147,-0.13352190,0.65400114,-0.13352190,-0.65400114,complex,1
0.699,0.3570373963,0.1385109574,0.3538043558,0.692938051,0.2000365629,3.464057,0.7599184288,0.66729846,0.33270154,1.7135,-0.13567107,0.65336100,-0.13567107,-0.65336100,complex,1
0.700,0.3575711036,0.1389441403,0.3543356814,0.6939347851,0.2003255355,3.464036,0.759227257,0.66710448,0.33289552,1.7123,-0.13781995,0.65271283,-0.13781995,-0.65271283,complex,1
0.701,0.3581049174,0.1393781752,0.3548671203,0.694931536,0.2006145352,3.464014,0.7585350801,0.66690991,0.33309009,1.7111,-0.13996860,0.65205645,-0.13996860,-0.65205645,complex,1
0.702,0.3586388379,0.1398130634,0.3553986729,0.6959283037,0.2009035623,3.463992,0.7578418981,0.66671496,0.33328504,1.7098,-0.14211690,0.65139207,-0.14211690,-0.65139207,complex,1
0.703,0.3591728652,0.140248806,0.3559303393,0.6969250881,0.2011926169,3.463969,0.7571477108,0.66651953,0.33348047,1.7086,-0.14426486,0.65071955,-0.14426486,-0.65071955,complex,1
0.704,0.3597069996,0.1406854043,0.3564621196,0.6979218891,0.2014816992,3.463947,0.7564525183,0.66632366,0.33367634,1.7073,-0.14641243,0.65003894,-0.14641243,-0.65003894,complex,1
0.705,0.3602412413,0.1411228595,0.3569940142,0.6989187068,0.2017708093,3.463924,0.7557563206,0.66612731,0.33387269,1.7061,-0.14855962,0.64935016,-0.14855962,-0.64935016,complex,1
0.706,0.3607755906,0.1415611729,0.3575260233,0.6999155412,0.2020599473,3.463900,0.7550591176,0.66593052,0.33406948,1.7049,-0.15070638,0.64865325,-0.15070638,-0.64865325,complex,1
0.707,0.3613100476,0.1420003457,0.3580581469,0.7009123922,0.2023491136,3.463877,0.7543609092,0.66573325,0.33426675,1.7036,-0.15285271,0.64794816,-0.15285271,-0.64794816,complex,1
0.708,0.3618446126,0.1424403792,0.3585903854,0.7019092598,0.2026383081,3.463853,0.7536616955,0.66553553,0.33446447,1.7024,-0.15499856,0.64723488,-0.15499856,-0.64723488,complex,1
0.709,0.3623792857,0.1428812745,0.3591227389,0.702906144,0.2029275311,3.463828,0.7529614764,0.66533734,0.33466266,1.7011,-0.15714393,0.64651339,-0.15714393,-0.64651339,complex,1
0.710,0.3629140673,0.143323033,0.3596552077,0.7039030447,0.2032167827,3.463804,0.7522602518,0.66513870,0.33486130,1.6999,-0.15928877,0.64578369,-0.15928877,-0.64578369,complex,1
0.711,0.3634489575,0.1437656559,0.360187792,0.704899962,0.2035060631,3.463779,0.7515580218,0.66493959,0.33506041,1.6986,-0.16143309,0.64504574,-0.16143309,-0.64504574,complex,1
0.712,0.3639839565,0.1442091444,0.3607204919,0.7058968957,0.2037953725,3.463753,0.7508547863,0.66474001,0.33525999,1.6974,-0.16357682,0.64429955,-0.16357682,-0.64429955,complex,1
0.713,0.3645190646,0.1446534999,0.3612533077,0.706893846,0.2040847109,3.463728,0.7501505453,0.66453998,0.33546002,1.6961,-0.16571998,0.64354508,-0.16571998,-0.64354508,complex,1
0.714,0.3650542819,0.1450987236,0.3617862396,0.7078908127,0.2043740787,3.463702,0.7494452987,0.66433947,0.33566053,1.6949,-0.16786251,0.64278232,-0.16786251,-0.64278232,complex,1
0.715,0.3655896088,0.1455448167,0.3623192878,0.7088877958,0.2046634759,3.463675,0.7487390465,0.66413850,0.33586150,1.6936,-0.17000441,0.64201125,-0.17000441,-0.64201125,complex,1
0.716,0.3661250454,0.1459917806,0.3628524524,0.7098847954,0.2049529026,3.463648,0.7480317886,0.66393706,0.33606294,1.6924,-0.17214564,0.64123186,-0.17214564,-0.64123186,complex,1
0.717,0.3666605919,0.1464396165,0.3633857338,0.7108818113,0.2052423592,3.463621,0.7473235252,0.66373512,0.33626488,1.6911,-0.17428621,0.64044409,-0.17428621,-0.64044409,complex,1
0.718,0.3671962486,0.1468883257,0.3639191321,0.7118788436,0.2055318457,3.463594,0.746614256,0.66353278,0.33646722,1.6899,-0.17642601,0.63964804,-0.17642601,-0.63964804,complex,1
0.719,0.3677320157,0.1473379094,0.3644526476,0.7128758922,0.2058213623,3.463566,0.7459039811,0.66332991,0.33667009,1.6886,-0.17856511,0.63884355,-0.17856511,-0.63884355,complex,1
0.720,0.3682678934,0.1477883691,0.3649862803,0.7138729571,0.2061109091,3.463538,0.7451927005,0.66312661,0.33687339,1.6874,-0.18070340,0.63803071,-0.18070340,-0.63803071,complex,1
0.721,0.368803882,0.1482397059,0.3655200307,0.7148700384,0.2064004864,3.463509,0.7444804141,0.66292292,0.33707708,1.6861,-0.18284088,0.63720955,-0.18284088,-0.63720955,complex,1
0.722,0.3693399816,0.1486919211,0.3660538987,0.7158671358,0.2066900943,3.463481,0.7437671219,0.66271863,0.33728137,1.6848,-0.18497760,0.63637981,-0.18497760,-0.63637981,complex,1
0.723,0.3698761924,0.1491450162,0.3665878848,0.7168642495,0.206979733,3.463451,0.7430528239,0.66251390,0.33748610,1.6836,-0.18711346,0.63554168,-0.18711346,-0.63554168,complex,1
0.724,0.3704125148,0.1495989923,0.367121989,0.7178613794,0.2072694026,3.463422,0.74233752,0.66230871,0.33769129,1.6823,-0.18924844,0.63469509,-0.18924844,-0.63469509,complex,1
0.725,0.3709489489,0.1500538508,0.3676562117,0.7188585255,0.2075591033,3.463392,0.7416212101,0.66210305,0.33789695,1.6810,-0.19138252,0.63384003,-0.19138252,-0.63384003,complex,1
0.726,0.3714854949,0.1505095929,0.3681905529,0.7198556878,0.2078488353,3.463362,0.7409038944,0.66189692,0.33810308,1.6798,-0.19351568,0.63297647,-0.19351568,-0.63297647,complex,1
0.727,0.3720221531,0.1509662201,0.3687250129,0.7208528661,0.2081385987,3.463331,0.7401855727,0.66169031,0.33830969,1.6785,-0.19564789,0.63210440,-0.19564789,-0.63210440,complex,1
0.728,0.3725589237,0.1514237336,0.369259592,0.7218500606,0.2084283938,3.463300,0.739466245,0.66148324,0.33851676,1.6772,-0.19777912,0.63122381,-0.19777912,-0.63122381,complex,1
0.729,0.373095807,0.1518821348,0.3697942903,0.7228472711,0.2087182207,3.463269,0.7387459113,0.66127568,0.33872432,1.6760,-0.19990935,0.63033465,-0.19990935,-0.63033465,complex,1
0.730,0.3736328031,0.1523414249,0.3703291081,0.7238444977,0.2090080795,3.463237,0.7380245716,0.66106765,0.33893235,1.6747,-0.20203853,0.62943694,-0.20203853,-0.62943694,complex,1
0.731,0.3741699122,0.1528016054,0.3708640455,0.7248417402,0.2092979705,3.463205,0.7373022258,0.66085914,0.33914086,1.6734,-0.20416667,0.62853065,-0.20416667,-0.62853065,complex,1
0.732,0.3747071347,0.1532626775,0.3713991028,0.7258389988,0.2095878938,3.463172,0.7365788739,0.66065016,0.33934984,1.6721,-0.20629372,0.62761576,-0.20629372,-0.62761576,complex,1
0.733,0.3752444707,0.1537246427,0.3719342802,0.7268362733,0.2098778497,3.463140,0.7358545159,0.66044071,0.33955929,1.6708,-0.20841965,0.62669226,-0.20841965,-0.62669226,complex,1
0.734,0.3757819205,0.1541875021,0.3724695779,0.7278335638,0.2101678381,3.463106,0.7351291517,0.66023077,0.33976923,1.6696,-0.21054445,0.62576010,-0.21054445,-0.62576010,complex,1
0.735,0.3763194842,0.1546512573,0.3730049961,0.7288308702,0.2104578595,3.463073,0.7344027813,0.66002036,0.33997964,1.6683,-0.21266808,0.62481930,-0.21266808,-0.62481930,complex,1
0.736,0.3768571622,0.1551159095,0.373540535,0.7298281924,0.2107479138,3.463039,0.7336754048,0.65980947,0.34019053,1.6670,-0.21479050,0.62386984,-0.21479050,-0.62386984,complex,1
0.737,0.3773949546,0.1555814601,0.3740761949,0.7308255305,0.2110380014,3.463004,0.732947022,0.65959810,0.34040190,1.6657,-0.21691171,0.62291169,-0.21691171,-0.62291169,complex,1
0.738,0.3779328616,0.1560479105,0.374611976,0.7318228844,0.2113281223,3.462970,0.7322176329,0.65938625,0.34061375,1.6644,-0.21903167,0.62194482,-0.21903167,-0.62194482,complex,1
0.739,0.3784708836,0.1565152619,0.3751478784,0.7328202541,0.2116182768,3.462935,0.7314872376,0.65917393,0.34082607,1.6631,-0.22115034,0.62096925,-0.22115034,-0.62096925,complex,1
0.740,0.3790090207,0.1569835159,0.3756839024,0.7338176395,0.211908465,3.462899,0.730755836,0.65896117,0.34103883,1.6619,-0.22326768,0.61998497,-0.22326768,-0.61998497,complex,1
0.741,0.3795472732,0.1574526738,0.3762200482,0.7348150407,0.2121986872,3.462863,0.730023428,0.65874777,0.34125223,1.6606,-0.22538378,0.61899174,-0.22538378,-0.61899174,complex,1
0.742,0.3800856412,0.1579227369,0.376756316,0.7358124575,0.2124889434,3.462827,0.7292900137,0.65853399,0.34146601,1.6593,-0.22749845,0.61798986,-0.22749845,-0.61798986,complex,1
0.743,0.3806241251,0.1583937067,0.3772927061,0.7368098901,0.212779234,3.462790,0.7285555929,0.65831984,0.34168016,1.6580,-0.22961165,0.61697934,-0.22961165,-0.61697934,complex,1
0.744,0.381162725,0.1588655844,0.3778292186,0.7378073382,0.213069559,3.462753,0.7278201658,0.65810502,0.34189498,1.6567,-0.23172358,0.61595973,-0.23172358,-0.61595973,complex,1
0.745,0.3817014412,0.1593383716,0.3783658538,0.738804802,0.2133599186,3.462716,0.7270837323,0.65788982,0.34211018,1.6554,-0.23383396,0.61493145,-0.23383396,-0.61493145,complex,1
0.746,0.3822402739,0.1598120696,0.3789026118,0.7398022814,0.2136503131,3.462678,0.7263462922,0.65767412,0.34232588,1.6541,-0.23594288,0.61389429,-0.23594288,-0.61389429,complex,1
0.747,0.3827792233,0.1602866797,0.379439493,0.7407997763,0.2139407426,3.462640,0.7256078457,0.65745793,0.34254207,1.6528,-0.23805030,0.61284825,-0.23805030,-0.61284825,complex,1
0.748,0.3833182898,0.1607622035,0.3799764975,0.7417972867,0.2142312073,3.462601,0.7248683927,0.65724124,0.34275876,1.6515,-0.24015619,0.61179331,-0.24015619,-0.61179331,complex,1
0.749,0.3838574734,0.1612386423,0.3805136255,0.7427948126,0.2145217074,3.462562,0.7241279332,0.65702407,0.34297593,1.6502,-0.24226050,0.61072947,-0.24226050,-0.61072947,complex,1
0.750,0.3843967745,0.1617159976,0.3810508773,0.7437923539,0.214812243,3.462523,0.7233864671,0.65680642,0.34319358,1.6489,-0.24436323,0.60965669,-0.24436323,-0.60965669,complex,1
0.751,0.3849361933,0.1621942706,0.381588253,0.7447899107,0.2151028144,3.462483,0.7226439945,0.65658828,0.34341172,1.6476,-0.24646432,0.60857499,-0.24646432,-0.60857499,complex,1
0.752,0.3854757299,0.162673463,0.3821257529,0.7457874828,0.2153934218,3.462443,0.7219005152,0.65636965,0.34363035,1.6463,-0.24856376,0.60748430,-0.24856376,-0.60748430,complex,1
0.753,0.3860153848,0.163153576,0.3826633773,0.7467850704,0.2156840653,3.462403,0.7211560293,0.65615053,0.34384947,1.6450,-0.25066152,0.60638464,-0.25066152,-0.60638464,complex,1
0.754,0.386555158,0.1636346111,0.3832011262,0.7477826732,0.2159747451,3.462362,0.7204105368,0.65593092,0.34406908,1.6437,-0.25275756,0.60527596,-0.25275756,-0.60527596,complex,1
0.755,0.3870950498,0.1641165698,0.383739,0.7487802913,0.2162654614,3.462320,0.7196640377,0.65571083,0.34428917,1.6424,-0.25485184,0.60415828,-0.25485184,-0.60415828,complex,1
0.756,0.3876350605,0.1645994535,0.3842769989,0.7497779247,0.2165562145,3.462278,0.7189165318,0.65549024,0.34450976,1.6411,-0.25694437,0.60303155,-0.25694437,-0.60303155,complex,1
0.757,0.3881751903,0.1650832636,0.384815123,0.7507755733,0.2168470044,3.462236,0.7181680193,0.65526916,0.34473084,1.6398,-0.25903508,0.60189576,-0.25903508,-0.60189576,complex,1
0.758,0.3887154394,0.1655680016,0.3853533727,0.7517732371,0.2171378314,3.462194,0.7174185,0.65504759,0.34495241,1.6385,-0.26112396,0.60075088,-0.26112396,-0.60075088,complex,1
0.759,0.389255808,0.1660536689,0.3858917481,0.752770916,0.2174286957,3.462151,0.716667974,0.65482553,0.34517447,1.6372,-0.26321096,0.59959692,-0.26321096,-0.59959692,complex,1
0.760,0.3897962965,0.1665402669,0.3864302494,0.7537686101,0.2177195975,3.462107,0.7159164412,0.65460297,0.34539703,1.6358,-0.26529608,0.59843382,-0.26529608,-0.59843382,complex,1
0.761,0.390336905,0.1670277973,0.3869688769,0.7547663193,0.218010537,3.462063,0.7151639016,0.65437994,0.34562006,1.6345,-0.26737924,0.59726163,-0.26737924,-0.59726163,complex,1
0.762,0.3908776337,0.1675162613,0.3875076307,0.7557640435,0.2183015143,3.462019,0.7144103553,0.65415640,0.34584360,1.6332,-0.26946048,0.59608023,-0.26946048,-0.59608023,complex,1
0.763,0.391418483,0.1680056605,0.3880465112,0.7567617828,0.2185925296,3.461975,0.7136558021,0.65393233,0.34606767,1.6319,-0.27153974,0.59488961,-0.27153974,-0.59488961,complex,1
0.764,0.3919594531,0.1684959964,0.3885855185,0.757759537,0.2188835832,3.461930,0.712900242,0.65370776,0.34629224,1.6306,-0.27361695,0.59368982,-0.27361695,-0.59368982,complex,1
0.765,0.3925005441,0.1689872704,0.3891246529,0.7587573062,0.2191746753,3.461884,0.7121436751,0.65348278,0.34651722,1.6293,-0.27569208,0.59248091,-0.27569208,-0.59248091,complex,1
0.766,0.3930417564,0.169479484,0.3896639145,0.7597550903,0.219465806,3.461838,0.7113861014,0.65325725,0.34674275,1.6279,-0.27776517,0.59126267,-0.27776517,-0.59126267,complex,1
0.767,0.3935830901,0.1699726387,0.3902033036,0.7607528893,0.2197569755,3.461792,0.7106275207,0.65303120,0.34696880,1.6266,-0.27983613,0.59003516,-0.27983613,-0.59003516,complex,1
0.768,0.3941245456,0.170466736,0.3907428205,0.7617507031,0.2200481841,3.461745,0.7098679331,0.65280467,0.34719533,1.6253,-0.28190493,0.58879840,-0.28190493,-0.58879840,complex,1
0.769,0.394666123,0.1709617773,0.3912824653,0.7627485318,0.220339432,3.461698,0.7091073386,0.65257765,0.34742235,1.6240,-0.28397156,0.58755234,-0.28397156,-0.58755234,complex,1
0.770,0.3952078226,0.1714577643,0.3918222382,0.7637463752,0.2206307192,3.461650,0.7083457372,0.65235012,0.34764988,1.6226,-0.28603597,0.58629694,-0.28603597,-0.58629694,complex,1
0.771,0.3957496446,0.1719546983,0.3923621396,0.7647442334,0.2209220462,3.461602,0.7075831287,0.65212210,0.34787790,1.6213,-0.28809814,0.58503221,-0.28809814,-0.58503221,complex,1
0.772,0.3962915893,0.1724525809,0.3929021695,0.7657421063,0.2212134129,3.461554,0.7068195133,0.65189356,0.34810644,1.6200,-0.29015803,0.58375811,-0.29015803,-0.58375811,complex,1
0.773,0.3968336569,0.1729514137,0.3934423283,0.7667399938,0.2215048197,3.461505,0.7060548909,0.65166454,0.34833546,1.6187,-0.29221561,0.58247464,-0.29221561,-0.58247464,complex,1
0.774,0.3973758477,0.1734511981,0.3939826161,0.767737896,0.2217962668,3.461455,0.7052892615,0.65143501,0.34856499,1.6173,-0.29427085,0.58118176,-0.29427085,-0.58118176,complex,1
0.775,0.397918162,0.1739519356,0.3945230333,0.7687358128,0.2220877543,3.461406,0.7045226251,0.65120498,0.34879502,1.6160,-0.29632372,0.57987945,-0.29632372,-0.57987945,complex,1
0.776,0.3984605998,0.1744536278,0.3950635799,0.7697337441,0.2223792825,3.461355,0.7037549816,0.65097444,0.34902556,1.6147,-0.29837417,0.57856770,-0.29837417,-0.57856770,complex,1
0.777,0.3990031616,0.1749562762,0.3956042563,0.77073169,0.2226708515,3.461305,0.7029863311,0.65074340,0.34925660,1.6133,-0.30042218,0.57724646,-0.30042218,-0.57724646,complex,1
0.778,0.3995458475,0.1754598824,0.3961450626,0.7717296503,0.2229624616,3.461254,0.7022166734,0.65051185,0.34948815,1.6120,-0.30246771,0.57591575,-0.30246771,-0.57591575,complex,1
0.779,0.4000886578,0.1759644479,0.3966859991,0.7727276251,0.223254113,3.461202,0.7014460087,0.65027980,0.34972020,1.6106,-0.30451074,0.57457552,-0.30451074,-0.57457552,complex,1
0.780,0.4006315927,0.1764699742,0.3972270661,0.7737256143,0.2235458058,3.461150,0.7006743369,0.65004724,0.34995276,1.6093,-0.30655123,0.57322575,-0.30655123,-0.57322575,complex,1
0.781,0.4011746525,0.1769764629,0.3977682636,0.7747236178,0.2238375404,3.461098,0.699901658,0.64981419,0.35018581,1.6080,-0.30858913,0.57186644,-0.30858913,-0.57186644,complex,1
0.782,0.4017178374,0.1774839156,0.3983095921,0.7757216357,0.2241293168,3.461045,0.6991279719,0.64958061,0.35041939,1.6066,-0.31062443,0.57049753,-0.31062443,-0.57049753,complex,1
0.783,0.4022611477,0.1779923338,0.3988510516,0.7767196679,0.2244211354,3.460992,0.6983532787,0.64934657,0.35065343,1.6053,-0.31265706,0.56911909,-0.31265706,-0.56911909,complex,1
0.784,0.4028045836,0.1785017191,0.3993926425,0.7777177144,0.2247129962,3.460938,0.6975775784,0.64911189,0.35088811,1.6039,-0.31468709,0.56773081,-0.31468709,-0.56773081,complex,1
0.785,0.4033481454,0.179012073,0.3999343649,0.778715775,0.2250048996,3.460884,0.6968008709,0.64887679,0.35112321,1.6026,-0.31671436,0.56633303,-0.31671436,-0.56633303,complex,1
0.786,0.4038918333,0.1795233971,0.4004762191,0.7797138499,0.2252968458,3.460829,0.6960231562,0.64864121,0.35135879,1.6013,-0.31873887,0.56492561,-0.31873887,-0.56492561,complex,1
0.787,0.4044356476,0.180035693,0.4010182052,0.7807119388,0.2255888348,3.460774,0.6952444343,0.64840513,0.35159487,1.5999,-0.32076058,0.56350853,-0.32076058,-0.56350853,complex,1
0.788,0.4049795885,0.1805489624,0.4015603237,0.7817100419,0.2258808671,3.460718,0.6944647052,0.64816849,0.35183151,1.5986,-0.32277948,0.56208167,-0.32277948,-0.56208167,complex,1
0.789,0.4055236562,0.1810632067,0.4021025746,0.782708159,0.2261729427,3.460662,0.6936839689,0.64793132,0.35206868,1.5972,-0.32479558,0.56064501,-0.32479558,-0.56064501,complex,1
0.790,0.4060678511,0.1815784276,0.4026449581,0.7837062902,0.226465062,3.460606,0.6929022254,0.64769370,0.35230630,1.5959,-0.32680873,0.55919869,-0.32680873,-0.55919869,complex,1
0.791,0.4066121733,0.1820946267,0.4031874746,0.7847044353,0.226757225,3.460549,0.6921194746,0.64745552,0.35254448,1.5945,-0.32881900,0.55774252,-0.32881900,-0.55774252,complex,1
0.792,0.4071566231,0.1826118055,0.4037301243,0.7857025944,0.2270494321,3.460491,0.6913357166,0.64721685,0.35278315,1.5932,-0.33082629,0.55627657,-0.33082629,-0.55627657,complex,1
0.793,0.4077012008,0.1831299658,0.4042729074,0.7867007674,0.2273416834,3.460433,0.6905509513,0.64697766,0.35302234,1.5918,-0.33283059,0.55480077,-0.33283059,-0.55480077,complex,1
0.794,0.4082459066,0.1836491091,0.404815824,0.7876989542,0.2276339791,3.460375,0.6897651788,0.64673794,0.35326206,1.5905,-0.33483188,0.55331508,-0.33483188,-0.55331508,complex,1
0.795,0.4087907408,0.184169237,0.4053588745,0.7886971548,0.2279263196,3.460316,0.688978399,0.64649772,0.35350228,1.5891,-0.33683009,0.55181953,-0.33683009,-0.55181953,complex,1
0.796,0.4093357036,0.1846903511,0.4059020591,0.7896953692,0.2282187049,3.460257,0.6881906119,0.64625697,0.35374303,1.5878,-0.33882520,0.55031405,-0.33882520,-0.55031405,complex,1
0.797,0.4098807953,0.1852124531,0.406445378,0.7906935974,0.2285111353,3.460197,0.6874018175,0.64601572,0.35398428,1.5864,-0.34081717,0.54879865,-0.34081717,-0.54879865,complex,1
